title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
Bon voyage,2003,"['Comedy', 'Drama', 'Foreign']",['France'],['Western Europe'],0,0,5.7,20,fr
The Third Wave,2003,"['Action', 'Thriller']","['Finland', 'Sweden']",['Northern Europe'],4667404,0,6.2,12,sv
"Hail, Caesar!",2016,"['Comedy', 'Drama', 'Mystery']",['United States of America'],['North America'],22000000,63647656,5.7,1338,en
Love Hurts,2009,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,5.3,13,en
Cruel Intentions 3,2004,"['Drama', 'Thriller', 'Romance']",['United States of America'],['North America'],0,0,4.3,46,en
What to Do in Case of Fire?,2001,"['Thriller', 'Drama', 'Comedy', 'Action', 'Romance']",['Germany'],['Western Europe'],0,0,6.3,14,de
By the Sword,1991,['Drama'],['United States of America'],['North America'],0,0,5.2,9,en
Sparrows,2015,['Drama'],"['Iceland', 'Croatia', 'Denmark']","['Other', 'Northern Europe']",0,0,7.3,9,is
War of the Arrows,2011,"['Drama', 'Action', 'History', 'Thriller']",['South Korea'],['East Asia'],8000000,49000000,6.7,68,ko
Visions,2015,"['Thriller', 'Horror']",['United States of America'],['North America'],0,0,5.2,130,en
Yuva,2004,"['Adventure', 'Action', 'Drama', 'Crime']",['India'],['South Asia'],0,0,6.5,12,hi
Who's Camus Anyway?,2005,"['Drama', 'Comedy', 'Foreign']",['Japan'],['East Asia'],0,0,7.0,4,ja
The Inbetweeners 2,2014,['Comedy'],"['Australia', 'United Kingdom']","['Western Europe', 'Oceania']",0,0,6.1,214,en
Peter Pan Live!,2014,"['Music', 'Adventure', 'Family']",['United States of America'],['North America'],0,0,4.8,9,en
Labyrinth,2002,"['Adventure', 'Mystery', 'Thriller']",['Serbia'],['Other'],0,0,5.5,4,sr
The Inheritance,2003,['Drama'],"['United Kingdom', 'Denmark', 'Sweden', 'Norway']","['Northern Europe', 'Western Europe']",0,0,7.0,13,da
Scream 3,2000,"['Horror', 'Mystery']",['United States of America'],['North America'],40000000,161834276,5.7,749,en
House of the Rising Sun,2011,"['Action', 'Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],1500000,0,4.2,19,en
Beverly Hills Chihuahua,2008,"['Adventure', 'Comedy', 'Family']",['United States of America'],['North America'],20000000,149281606,4.9,217,en
Showrunners: The Art of Running a TV Show,2014,['Documentary'],"['Ireland', 'United States of America']","['North America', 'Other']",0,0,6.2,29,en
Lammbock,2001,['Comedy'],['Germany'],['Western Europe'],0,0,7.0,66,de
The Other End of the Line,2008,"['Comedy', 'Romance']","['India', 'United Kingdom', 'United States of America']","['North America', 'South Asia', 'Western Europe']",14000000,0,6.1,51,en
Tombstone,1993,"['Action', 'Adventure', 'Drama', 'History', 'Western']",['United States of America'],['North America'],25000000,56505065,7.4,632,en
The Saviour,2005,['Drama'],['Australia'],['Oceania'],0,0,6.5,2,en
Tortilla Soup,2001,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,4574762,5.8,14,en
Are We Done Yet?,2007,"['Comedy', 'Family', 'Drama']",['United States of America'],['North America'],0,0,5.1,152,en
Forklift Driver Klaus: The First Day on the Job,2001,"['Horror', 'Comedy']",['Germany'],['Western Europe'],0,0,8.1,43,de
The Girl and Death,2012,"['Drama', 'Romance']","['Netherlands', 'Russia', 'Germany']","['Eastern Europe', 'Western Europe']",0,0,5.1,6,nl
Enter the Phoenix,2004,"['Thriller', 'Action', 'Comedy']",['Hong Kong'],['East Asia'],0,0,6.4,9,cn
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,"['Documentary', 'Music']",['United States of America'],['North America'],0,0,5.7,23,en
The Waterdance,1992,['Drama'],['United States of America'],['North America'],0,0,6.8,6,en
Battle Arena Toshinden,1996,"['Action', 'Animation']",['Japan'],['East Asia'],0,0,5.0,1,ja
April Rain,2014,['Action'],['United States of America'],['North America'],0,0,2.1,9,en
Human,2013,"['Documentary', 'Mystery']","['Argentina', 'Bolivia', 'Peru']","['Latin America', 'Other']",60000,0,8.8,2,es
The Color of Time,2012,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,4.4,8,en
Val Lewton: The Man in the Shadows,2007,['Documentary'],['United States of America'],['North America'],0,0,7.0,5,en
2009: Lost Memories,2002,"['Action', 'Drama', 'Foreign', 'Science Fiction', 'Thriller']",['South Korea'],['East Asia'],0,0,5.2,24,ko
Diary of a Hitman,1991,"['Thriller', 'Crime', 'Drama']",['United States of America'],['North America'],0,31815,3.5,4,en
The Nazis - A Warning From History,1997,['Documentary'],"['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,8.8,4,en
Ice Cream Man,1995,"['Comedy', 'Horror']",['United States of America'],['North America'],2000000,0,5.7,15,en
Cyborg 2,1993,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],['North America'],5000000,0,3.9,34,en
"Surfer, Dude",2008,['Comedy'],['United States of America'],['North America'],6000000,69497,4.7,25,en
Ghosts of Ole Miss,2012,['Documentary'],['United States of America'],['North America'],0,0,7.0,3,en
One False Move,1992,"['Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],0,1543112,6.7,28,en
Spark: A Space Tail,2017,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']","['Canada', 'South Korea']","['North America', 'East Asia']",0,116873,4.8,10,en
Command Performance,2009,"['Action', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,4.9,29,en
A Decent Man,2016,['Drama'],['France'],['Western Europe'],0,0,6.1,7,fr
A Perfect Day,2015,"['Comedy', 'Drama']",['Spain'],['Western Europe'],0,1702433,6.6,194,en
Auschwitz,2011,"['Documentary', 'History']",['Germany'],['Western Europe'],0,0,3.3,5,de
Jackass Number Two,2006,"['Action', 'Comedy', 'Documentary']",['United States of America'],['North America'],11000000,72778712,6.4,306,en
Sharpe's Revenge,1997,"['Action', 'Adventure', 'History']",['United Kingdom'],['Western Europe'],0,0,7.2,9,en
Pop Skull,2007,"['Horror', 'Thriller']",['United States of America'],['North America'],2000,0,3.7,3,en
Ginger & Cinnamon,2003,"['Drama', 'Comedy', 'Romance', 'Foreign']",['Italy'],['Western Europe'],0,0,5.8,13,en
Dirty Grandpa,2016,['Comedy'],['United States of America'],['North America'],11500000,94073028,5.7,1429,en
Krampus: The Christmas Devil,2013,['Horror'],['United States of America'],['North America'],0,0,2.6,18,en
Ouija: Origin of Evil,2016,"['Horror', 'Thriller']",['United States of America'],['North America'],9000000,81705746,5.8,735,en
Captive,2008,['Drama'],"['Russia', 'Bulgaria']","['Eastern Europe', 'Other']",0,0,2.0,2,en
Eraser,1996,"['Action', 'Drama', 'Mystery', 'Thriller']","['Canada', 'United States of America']",['North America'],100000000,242295562,5.6,553,en
Life Is a Trumpet,2015,"['Drama', 'Comedy']","['Croatia', 'United Kingdom', 'Slovenia', 'Montenegro', 'Serbia']","['Other', 'Western Europe']",0,0,5.0,1,hr
The Reflecting Skin,1990,"['Drama', 'Horror', 'Thriller']","['United Kingdom', 'Canada']","['North America', 'Western Europe']",0,0,6.7,41,en
Oh Willy...,2013,"['Animation', 'Adventure', 'Drama']",['Belgium'],['Western Europe'],0,0,6.4,5,en
The Monkey's Paw,2013,"['Horror', 'Thriller']",['United States of America'],['North America'],0,0,4.2,35,en
Drömkåken,1993,['Comedy'],['Sweden'],['Northern Europe'],0,0,4.4,10,sv
Island of Fire,1990,"['Crime', 'Drama', 'Action', 'Thriller']",['Taiwan'],['East Asia'],0,0,5.9,26,cn
A Barefoot Dream,2010,"['Drama', 'Foreign']",['South Korea'],['East Asia'],0,0,7.3,4,ko
3 Zimmer/Küche/Bad,2012,['Comedy'],['Germany'],['Western Europe'],0,0,7.1,28,en
Babel,2006,['Drama'],"['France', 'Japan', 'Mexico', 'United States of America']","['North America', 'East Asia', 'Latin America', 'Western Europe']",25000000,135330182,6.9,1083,en
Gonin,1995,"['Action', 'Crime', 'Foreign', 'Thriller']",['Japan'],['East Asia'],0,0,7.2,6,ja
10 Cloverfield Lane,2016,"['Thriller', 'Science Fiction', 'Drama']",['United States of America'],['North America'],15000000,108286421,6.8,2537,en
Thani Oruvan,2015,"['Romance', 'Thriller', 'Action']",['India'],['South Asia'],0,0,7.8,21,ta
Hate Story,2012,"['Thriller', 'Foreign']",['India'],['South Asia'],0,0,6.4,11,hi
Year of the Comet,1992,"['Comedy', 'Action', 'Adventure', 'Romance']",['United States of America'],['North America'],0,0,6.9,4,en
Buzzard,2015,"['Comedy', 'Drama', 'Horror']",['United States of America'],['North America'],0,13684,5.8,18,en
The Keeper,2009,"['Action', 'Adventure', 'Thriller']",['United States of America'],['North America'],10000000,0,5.4,26,en
A Boyfriend for My Wife,2008,"['Romance', 'Comedy', 'Drama']",['Argentina'],['Latin America'],0,0,6.2,18,es
Fifty Shades of Black,2016,"['Romance', 'Comedy']",['United States of America'],['North America'],20000000,21164799,4.3,337,en
Vanishing on 7th Street,2010,"['Mystery', 'Horror', 'Thriller']",['United States of America'],['North America'],10000000,1068682,4.8,165,en
Steve Rannazzisi: Breaking Dad,2015,"['TV Movie', 'Comedy']",['United States of America'],['North America'],0,0,5.0,2,en
Fear City: A Family-Style Comedy,1994,['Comedy'],['France'],['Western Europe'],0,0,7.7,193,en
Fight Club,1999,['Drama'],"['Germany', 'United States of America']","['North America', 'Western Europe']",63000000,100853753,8.3,9678,en
The Lion King 1½,2004,"['Animation', 'Comedy', 'Family']","['Australia', 'United States of America']","['North America', 'Oceania']",0,0,6.3,694,en
Baggage Claim,2013,['Comedy'],['United States of America'],['North America'],8500000,22456509,5.6,87,en
Darkman II: The Return of Durant,1995,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],0,0,4.5,44,en
Killing Them Softly,2012,"['Crime', 'Thriller']",['United States of America'],['North America'],15000000,37930465,5.8,751,en
Superchondriac,2014,['Comedy'],"['Belgium', 'France']",['Western Europe'],0,0,5.6,362,fr
Farscape: The Peacekeeper Wars,2004,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']","['United States of America', 'Australia']","['North America', 'Oceania']",0,0,7.5,74,en
Hotel Transylvania 2,2015,"['Animation', 'Comedy', 'Family']",['United States of America'],['North America'],80000000,473226958,6.7,1528,en
"Double, Double, Toil and Trouble",1993,['Family'],['United States of America'],['North America'],0,0,6.0,25,en
The 24th Day,2004,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,7.0,25,en
Sotto una buona stella,2014,['Comedy'],['Italy'],['Western Europe'],0,0,5.9,74,it
"Oslo, August 31st",2011,['Drama'],['Norway'],['Northern Europe'],0,0,7.4,73,no
Photographing Fairies,1997,"['Mystery', 'Fantasy', 'Drama']",['United Kingdom'],['Western Europe'],0,0,5.2,6,en
A Simple Curve,2005,['Drama'],['Canada'],['North America'],0,0,6.0,4,en
Prevenge,2017,"['Horror', 'Comedy', 'Drama', 'Thriller', 'Fantasy']",['United Kingdom'],['Western Europe'],0,0,6.1,43,en
The Dentist,1996,"['Horror', 'Thriller']",['United States of America'],['North America'],2500000,0,5.1,60,en
Black Field,2009,"['Romance', 'Drama']",['Greece'],['Other'],0,0,5.7,6,el
Barbie: A Fashion Fairytale,2010,"['Family', 'Animation']",['United States of America'],['North America'],0,0,6.4,70,en
Monster Brawl,2011,"['Comedy', 'Horror']",['Canada'],['North America'],0,0,3.8,19,en
Gabrielle,2005,"['Action', 'Comedy', 'Drama', 'Foreign', 'Romance', 'Thriller']","['Germany', 'France', 'Italy']",['Western Europe'],0,0,6.0,7,fr
Lilya 4-ever,2002,"['Crime', 'Drama']","['Denmark', 'Sweden']",['Northern Europe'],0,0,7.7,141,sv
Water Drops on Burning Rocks,2000,"['Drama', 'Romance']",['France'],['Western Europe'],0,0,6.8,22,fr
The Rack Pack,2016,"['Comedy', 'Drama']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,7.0,11,en
Jersey Boys,2014,"['Music', 'Drama']",['United States of America'],['North America'],40000000,67347013,6.8,257,en
Joe Rogan: Live,2006,['Comedy'],['United States of America'],['North America'],0,0,6.1,5,en
Nothing,2003,"['Comedy', 'Fantasy', 'Science Fiction']",['Canada'],['North America'],0,0,5.8,38,en
The Ouija Experiment,2011,['Horror'],['United States of America'],['North America'],0,0,4.2,56,en
The Eleventh Hour,2008,"['Action', 'Thriller']",['United States of America'],['North America'],0,0,4.3,4,en
Regret,2013,['Drama'],['Netherlands'],['Western Europe'],0,0,7.6,37,nl
Velvet Goldmine,1998,"['Drama', 'Music']",['United Kingdom'],['Western Europe'],0,1053788,6.9,119,en
Black Knight,2001,"['Adventure', 'Comedy', 'Fantasy']",['United States of America'],['North America'],0,0,5.1,291,en
The Phantom of the Opera,1990,"['Drama', 'Horror', 'Music', 'Romance', 'TV Movie']","['France', 'Germany', 'Italy', 'United States of America']","['North America', 'Western Europe']",10000000,0,5.0,3,en
Newtown,2016,['Documentary'],['United States of America'],['North America'],0,0,6.5,12,en
The Bank Job,2008,"['Thriller', 'Crime', 'Drama']","['Australia', 'United Kingdom', 'United States of America']","['North America', 'Western Europe', 'Oceania']",20000000,64822796,6.6,708,en
Our Tropical Island,2001,['Comedy'],['Italy'],['Western Europe'],0,0,6.2,5,it
Chevolution,2008,['Documentary'],['Mexico'],['Latin America'],0,0,5.0,1,en
For Here or to Go?,2017,"['Drama', 'Comedy']",['United States of America'],['North America'],0,0,0.0,1,en
Recep İvedik 4,2014,['Comedy'],['Turkey'],['Middle East'],0,149521495,6.5,15,tr
This American Journey,2013,"['Drama', 'Documentary', 'Comedy']",['United States of America'],['North America'],0,0,0.0,0,en
Mickey,2004,"['Drama', 'Family']",['United States of America'],['North America'],6000000,293793,6.5,1,en
The Family Tree,2011,"['Drama', 'Comedy']",['United States of America'],['North America'],0,0,4.9,15,en
To.get.her,2011,"['Mystery', 'Drama']",['United States of America'],['North America'],86,0,0.0,0,en
Memory,2006,"['Thriller', 'Science Fiction', 'Mystery']","['Canada', 'United States of America']",['North America'],0,0,4.7,9,en
Non-Stop,2013,"['TV Movie', 'Drama', 'Mystery', 'Thriller']",['United States of America'],['North America'],0,0,5.7,17,en
The Private Lives of Pippa Lee,2009,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,6.0,50,en
Intersections,2013,"['Romance', 'Thriller']",['France'],['Western Europe'],7700000,0,6.1,25,fr
The Phantom,2000,['Drama'],['Portugal'],['Other'],0,0,5.9,22,pt
Café de Flore,2011,"['Drama', 'Romance']","['Canada', 'France']","['North America', 'Western Europe']",0,0,6.8,60,fr
Old School,2003,['Comedy'],['United States of America'],['North America'],24000000,87055349,6.6,552,en
Dragon Blade,2015,"['Action', 'Drama', 'Adventure']","['Hong Kong', 'China']",['East Asia'],65000000,121545703,5.9,146,zh
400 Days,2015,"['Mystery', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],0,0,4.2,193,en
My Life Without Me,2003,"['Drama', 'Romance']","['Canada', 'Spain']","['North America', 'Western Europe']",0,9726954,7.2,78,en
The Green Elephant,1999,['Drama'],['Russia'],['Eastern Europe'],0,0,6.0,8,ru
The Tango Lesson,1997,"['Drama', 'Music', 'Romance', 'Foreign']","['Argentina', 'France', 'Germany', 'Netherlands', 'United Kingdom']","['Latin America', 'Western Europe']",0,0,6.4,5,en
Sex: The Annabel Chong Story,1999,['Documentary'],['United States of America'],['North America'],0,0,5.3,3,en
Rurouni Kenshin: The Legend Ends,2014,"['Action', 'Adventure', 'Drama']","['Thailand', 'Japan']","['East Asia', 'Southeast Asia']",0,0,7.5,99,ja
Hello Ghost,2010,"['Horror', 'Comedy', 'Drama']",['South Korea'],['East Asia'],0,0,7.1,22,ko
The Nightmare Nanny,2013,"['TV Movie', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,4.6,9,en
Collide,2016,"['Thriller', 'Action']","['China', 'Germany', 'United Kingdom']","['East Asia', 'Western Europe']",21500000,4811525,5.5,164,en
Joe Dirt 2: Beautiful Loser,2015,['Comedy'],['United States of America'],['North America'],0,0,4.3,45,en
There Will Be Blood,2007,['Drama'],['United States of America'],['North America'],25000000,77208711,7.9,1581,en
Disengagement,2007,['Drama'],"['Germany', 'France', 'Israel']","['Western Europe', 'Middle East']",0,0,7.5,2,fr
Phil Ochs: There But for Fortune,2011,['Documentary'],['United States of America'],['North America'],0,0,0.0,0,en
The Legend of Barney Thomson,2015,"['Comedy', 'Drama', 'Thriller']","['United Kingdom', 'Canada']","['North America', 'Western Europe']",0,0,5.9,56,en
Unlawful Entry,1992,"['Crime', 'Thriller']","['Japan', 'United States of America']","['North America', 'East Asia']",23000000,57138719,5.8,63,en
Chain of Command,1994,"['Action', 'Thriller']",['United States of America'],['North America'],0,0,6.3,4,en
Man of the Year,1995,['Comedy'],['United States of America'],['North America'],0,209935,3.8,2,en
Afghan Luke,2011,['Drama'],['Canada'],['North America'],0,0,4.8,7,en
"It's Not You, It's Me",2004,"['Romance', 'Comedy']",['Argentina'],['Latin America'],0,0,7.2,5,es
The Gingerbread Man,1998,['Thriller'],['United States of America'],['North America'],0,0,5.7,37,en
The Wind Rises,2013,['Animation'],['Japan'],['East Asia'],30000000,117932401,7.7,720,ja
Cool World,1992,"['Animation', 'Comedy', 'Fantasy']",['United States of America'],['North America'],30000000,14110589,4.9,135,en
Clarisse or Something About Us,2015,"['Mystery', 'Drama', 'Fantasy', 'Horror']",['Brazil'],['Latin America'],0,0,0.0,0,pt
Running Turtle,2009,"['Thriller', 'Comedy', 'Crime', 'Drama']",['South Korea'],['East Asia'],0,0,6.5,11,ko
Lovey-Dovey 3,2011,"['Comedy', 'Fantasy']",['Russia'],['Eastern Europe'],4000000,0,3.9,7,ru
Fight Back to School,1991,"['Action', 'Comedy', 'Foreign']",['Hong Kong'],['East Asia'],0,0,6.8,23,cn
Supervention,2013,['Documentary'],"['United States of America', 'Norway']","['North America', 'Northern Europe']",0,0,6.7,5,en
The Experiment,2010,"['Thriller', 'Drama']",['United States of America'],['North America'],21800000,0,6.4,304,en
1001 Nights,1990,"['Fantasy', 'Comedy', 'Adventure']","['Germany', 'France', 'Italy']",['Western Europe'],0,0,4.9,7,fr
Being Canadian,2015,"['Comedy', 'Documentary']",['Canada'],['North America'],0,0,5.3,11,en
The Vow,2012,"['Drama', 'Romance']",['United States of America'],['North America'],30000000,196114570,7.0,1328,en
No One Knows About Persian Cats,2009,['Drama'],['Iran'],['Middle East'],0,0,6.5,22,fa
2-Headed Shark Attack,2012,"['Horror', 'Action', 'Thriller', 'Science Fiction']",['United States of America'],['North America'],0,0,3.5,52,en
Marco Polo,2007,"['Adventure', 'Drama']",['United States of America'],['North America'],0,0,5.2,5,en
Dedication,2007,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,6.6,31,en
A Coffee in Berlin,2012,"['Comedy', 'Drama']",['Germany'],['Western Europe'],300000,2750275,7.0,113,en
Pride,2007,"['Drama', 'Family']","['Germany', 'United States of America']","['North America', 'Western Europe']",0,0,5.0,16,en
Beijing Bicycle,2001,['Drama'],"['China', 'France', 'Taiwan']","['East Asia', 'Western Europe']",0,0,6.7,15,zh
The Visual Bible: The Gospel of John,2003,"['Drama', 'History']","['Canada', 'United Kingdom']","['North America', 'Western Europe']",10000000,4069090,8.2,12,en
Fluke,1995,"['Drama', 'Family', 'Fantasy']",['United States of America'],['North America'],0,0,6.6,48,en
Public Enemies,1996,"['Drama', 'Crime']",['United States of America'],['North America'],0,0,2.5,2,en
Dragonquest,2009,"['Fantasy', 'Science Fiction']",['United States of America'],['North America'],0,0,2.3,8,en
All the Way,2016,"['Drama', 'History', 'TV Movie']",['United States of America'],['North America'],0,0,6.6,90,en
Brand Upon the Brain! A Remembrance in 12 Chapters,2007,"['Drama', 'Fantasy']","['Canada', 'United States of America']",['North America'],0,0,6.6,20,en
The Ghost,2008,"['Drama', 'Thriller']",['Russia'],['Eastern Europe'],3000000,0,5.9,7,ru
Zero Dark Thirty,2012,"['Thriller', 'Drama', 'History']",['United States of America'],['North America'],40000000,132820716,6.7,1723,en
Before Your Eyes,2009,"['Drama', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",['Germany'],['Western Europe'],0,0,7.4,7,de
The Raking,2017,['Horror'],['United States of America'],['North America'],0,0,5.7,6,en
Sophie Scholl: The Final Days,2005,"['Drama', 'History']",['Germany'],['Western Europe'],0,0,7.1,109,de
Doc Martin and the Legend of the Cloutie,2003,"['Drama', 'Comedy', 'Foreign']",['United Kingdom'],['Western Europe'],0,0,4.6,7,en
Six Degrees of Separation,1993,"['Mystery', 'Drama', 'Comedy']",['United States of America'],['North America'],0,0,6.5,75,en
1920,2008,['Horror'],['India'],['South Asia'],0,0,5.4,7,hi
The Prophecy II,1998,"['Fantasy', 'Horror', 'Thriller']",['United States of America'],['North America'],0,0,5.9,49,en
Boo! A Madea Halloween,2016,"['Comedy', 'Horror']",['United States of America'],['North America'],0,0,5.3,219,en
Dil To Pagal Hai,1997,"['Drama', 'Romance', 'Comedy']",['India'],['South Asia'],1300000,11000000,6.6,41,hi
Center Stage : Turn It Up,2008,"['Drama', 'Family']",['United States of America'],['North America'],0,0,6.5,54,en
Resident Evil: Apocalypse,2004,"['Horror', 'Action', 'Science Fiction']","['United Kingdom', 'United States of America', 'Germany', 'France', 'Canada']","['North America', 'Western Europe']",45000000,129394835,6.1,1286,en
A Grain of Truth,2015,"['Mystery', 'Thriller']",['Poland'],['Eastern Europe'],0,0,8.0,5,pl
Ballermann 6,1997,['Comedy'],['Germany'],['Western Europe'],0,0,4.2,11,de
Jersey Girl,2004,"['Comedy', 'Romance']",['United States of America'],['North America'],35000000,36098382,5.8,333,en
"I'm a Cyborg, But That's OK",2006,"['Drama', 'Comedy', 'Romance']",['South Korea'],['East Asia'],0,4354510,7.1,126,ko
Battle for Terra,2007,"['Action', 'Adventure', 'Animation', 'Science Fiction']",['United States of America'],['North America'],4000000,6101046,6.0,98,en
Big Eden,2000,"['Drama', 'Romance']",['United States of America'],['North America'],0,512451,6.1,13,en
See You In Valhalla,2015,"['Drama', 'Comedy']",['United States of America'],['North America'],0,0,5.5,33,en
Elizabeth,1998,"['Drama', 'History']",['United States of America'],['North America'],30000000,82150642,7.2,346,en
Naughty or Nice,2012,['TV Movie'],['United States of America'],['North America'],0,0,6.1,19,en
The Red Baron,2008,"['Action', 'Adventure', 'Drama', 'History', 'War']","['Germany', 'United Kingdom']",['Western Europe'],18000000,40239,6.4,80,de
The Great Hypnotist,2014,"['Thriller', 'Drama', 'Mystery']",['China'],['East Asia'],0,0,6.3,15,zh
Close-Up,1990,"['Crime', 'Documentary', 'Drama']",['Iran'],['Middle East'],0,0,8.0,53,fa
Manoman,2015,"['Drama', 'Animation']",['United Kingdom'],['Western Europe'],0,0,7.0,1,en
Tinker Bell and the Legend of the NeverBeast,2014,"['Adventure', 'Animation', 'Family']",['United States of America'],['North America'],0,0,7.0,270,en
Irma Vep,1996,"['Drama', 'Comedy', 'Horror']",['France'],['Western Europe'],0,0,6.3,25,en
7 Seconds,2005,"['Action', 'Crime', 'Thriller']","['Switzerland', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",13000000,0,4.3,51,en
Katt Williams: Priceless: Afterlife,2014,"['TV Movie', 'Comedy']",['United States of America'],['North America'],0,0,10.0,2,en
Adult Beginners,2014,"['Drama', 'Comedy']",['United States of America'],['North America'],0,108808,5.3,88,en
Northern Limit Line,2015,"['Drama', 'War']",['South Korea'],['East Asia'],0,0,5.7,11,ko
Hero Wanted,2008,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,5.3,36,en
Big Bullet,1996,"['Action', 'Crime']",['Hong Kong'],['East Asia'],0,0,7.3,3,cn
Porto,2017,"['Romance', 'Drama']","['Poland', 'Portugal', 'France', 'United States of America']","['North America', 'Eastern Europe', 'Other', 'Western Europe']",0,0,7.8,5,en
The Duelist,2016,"['Action', 'Drama']",['Russia'],['Eastern Europe'],12823507,6101904,6.0,20,ru
The Fourth Phase,2016,['Documentary'],"['Russia', 'United States of America', 'Japan', 'Austria']","['North America', 'East Asia', 'Eastern Europe', 'Other']",0,0,8.2,6,en
Unthinkable,2010,"['Drama', 'Thriller']",['United States of America'],['North America'],15000000,0,6.7,430,en
Spellbound,2011,"['Horror', 'Romance', 'Comedy']",['South Korea'],['East Asia'],0,0,6.8,45,ko
Bablo,2011,"['Action', 'Crime']",['Russia'],['Eastern Europe'],0,2252547,6.8,8,ru
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,['Animation'],['Japan'],['East Asia'],24720400,0,5.6,30,ja
G-Force,2009,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",['United States of America'],['North America'],150000000,292817841,5.1,519,en
American Heart,1992,"['Crime', 'Drama']",['United States of America'],['North America'],0,0,6.2,11,en
Mithya,2008,"['Drama', 'Comedy', 'Crime', 'Foreign']",['India'],['South Asia'],0,0,6.6,5,hi
Buddha Collapsed Out of Shame,2007,"['Drama', 'War']",['Iran'],['Middle East'],0,0,7.3,7,fa
The Fisher King,1991,"['Comedy', 'Drama']",['United States of America'],['North America'],24000000,41895491,7.2,346,en
The Keeper of Lost Causes,2013,"['Thriller', 'Mystery', 'Crime']","['Sweden', 'Denmark', 'Germany']","['Northern Europe', 'Western Europe']",0,0,7.0,166,da
TBS,2008,"['Thriller', 'Crime']","['Belgium', 'Netherlands']",['Western Europe'],0,0,6.9,8,en
By the People: The Election of Barack Obama,2009,['Documentary'],['United States of America'],['North America'],0,0,6.9,4,en
American Samurai,1992,"['Action', 'Thriller']",['United States of America'],['North America'],0,0,5.4,8,en
Animal Love,1996,['Documentary'],['Austria'],['Other'],0,0,6.8,4,de
Sorority Boys,2002,['Comedy'],['United States of America'],['North America'],12000000,0,4.6,47,en
A Love Song for Bobby Long,2004,['Drama'],['United States of America'],['North America'],0,1841260,6.8,97,en
The Bothersome Man,2006,"['Comedy', 'Drama', 'Fantasy']","['Iceland', 'Norway']",['Northern Europe'],0,0,6.9,68,no
Guilty by Suspicion,1991,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,5.9,29,en
Sink or Swim,1990,"['Documentary', 'Drama']",['United States of America'],['North America'],0,0,8.0,2,en
The Gun in Betty Lou's Handbag,1992,"['Comedy', 'Thriller', 'Mystery']",['United States of America'],['North America'],13000000,3721911,4.1,7,en
App,2013,['Thriller'],['Netherlands'],['Western Europe'],2000000,0,4.8,29,nl
48 Shades,2006,"['Comedy', 'Drama']",['Australia'],['Oceania'],0,0,3.2,3,en
Tutto tutto niente niente,2012,['Comedy'],['Italy'],['Western Europe'],5579750,8927600,4.8,54,it
The Wooden Bridge,2012,"['Romance', 'Drama']",['Iran'],['Middle East'],0,0,0.0,0,fa
"Joshua Tree, 1951: A Portrait of James Dean",2012,['Drama'],['United States of America'],['North America'],0,0,5.3,3,en
Vishwaroopam,2013,"['Action', 'Crime', 'Thriller']",['India'],['South Asia'],17000000,51000000,5.5,25,ta
P,2005,"['Horror', 'Drama']","['United Kingdom', 'Thailand']","['Southeast Asia', 'Western Europe']",0,0,5.2,13,th
Berserk: The Golden Age Arc 2 - The Battle for Doldrey,2012,"['Animation', 'Action', 'Fantasy']",['Japan'],['East Asia'],0,0,7.2,67,ja
Repatriation,2004,['Documentary'],['South Korea'],['East Asia'],0,0,5.0,1,ko
Dark Space,2013,['Science Fiction'],['United States of America'],['North America'],750000,0,4.5,13,en
Silent Sonata,2011,"['War', 'Fantasy', 'Drama']","['Finland', 'Ireland', 'Slovenia', 'Sweden']","['Other', 'Northern Europe']",2000000,0,8.5,2,sl
Night Nurses,2007,"['Comedy', 'Romance']",['Russia'],['Eastern Europe'],0,0,3.0,2,en
