title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
God Is Great and I'm Not,2001,"['Comedy', 'Romance']",['France'],['Western Europe'],0,0,5,3,fr
Half Past Dead,2002,"['Crime', 'Action', 'Thriller']","['Germany', 'United States of America']","['North America', 'Western Europe']",13000000,0,4.6,82,en
Harry Potter and the Chamber of Secrets,2002,"['Adventure', 'Fantasy', 'Family']","['Germany', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",100000000,876688482,7.4,5966,en
Ararat,2002,"['War', 'Drama']","['Canada', 'France']","['North America', 'Western Europe']",0,0,5.7,16,en
The Crime of Padre Amaro,2002,"['Drama', 'Romance']",['Mexico'],['Latin America'],1800000,0,6.2,36,es
Standing in the Shadows of Motown,2002,['Documentary'],['United States of America'],['North America'],0,0,7,12,en
The Way Home,2002,"['Drama', 'Family']",['South Korea'],['East Asia'],2000000,0,7.1,25,ko
Mutant Action,1993,"['Action', 'Comedy', 'Science Fiction']","['France', 'Spain']",['Western Europe'],0,0,6,27,en
Liberty Stands Still,2002,"['Thriller', 'Action', 'Drama']","['Canada', 'Germany']","['North America', 'Western Europe']",11000000,0,5.6,47,en
The Young Americans,1993,['Drama'],"['France', 'United Kingdom']",['Western Europe'],0,0,5.8,12,en
Blackrock,1997,['Drama'],['Australia'],['Oceania'],0,0,6.6,4,en
Men with Brooms,2002,['Comedy'],['Canada'],['North America'],7500000,4245870,4.6,8,en
Soul Assassin,2001,"['Action', 'Mystery', 'Thriller']",['Netherlands'],['Western Europe'],0,0,4.3,3,en
Left Behind II: Tribulation Force,2002,"['Fantasy', 'Drama', 'Thriller']","['United States of America', 'Canada']",['North America'],0,0,5.2,22,en
Dog Soldiers,2002,"['Horror', 'Action', 'Thriller']","['Luxembourg', 'United Kingdom', 'United States of America']","['North America', 'Other', 'Western Europe']",0,0,6.7,227,en
"Good Evening, Mr. Wallenberg",1990,"['Drama', 'Thriller', 'War']","['Norway', 'Sweden', 'Hungary']","['Eastern Europe', 'Northern Europe']",0,0,6,3,sv
Legion of the Dead,2001,"['Fantasy', 'Horror', 'Comedy', 'Science Fiction']",['Germany'],['Western Europe'],0,0,4.5,6,en
Madame Bovary,1991,"['Drama', 'Foreign', 'Romance']",['France'],['Western Europe'],0,1942423,6.6,19,fr
My Father's Glory,1990,"['Adventure', 'Drama']",['France'],['Western Europe'],0,0,7.7,58,fr
My Mother's Castle,1990,"['Adventure', 'Comedy', 'Drama', 'Romance']",['France'],['Western Europe'],0,0,7.4,53,fr
Return to the Blue Lagoon,1991,['Adventure'],['United States of America'],['North America'],11000000,2807854,5.2,156,en
Toy Soldiers,1991,"['Action', 'Adventure', 'Thriller']",['United States of America'],['North America'],0,15073942,6.2,94,en
Die Another Day,2002,"['Adventure', 'Action', 'Thriller']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",140000000,431971116,5.8,1112,en
The Emperor's Club,2002,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,6.9,99,en
Friday After Next,2002,['Comedy'],['United States of America'],['North America'],20000000,33526835,6,103,en
Personal Velocity,2002,['Drama'],['United States of America'],['North America'],0,0,5,11,en
The Quiet American,2002,"['Drama', 'Action', 'Thriller', 'Romance']",['United States of America'],['North America'],30000000,27674124,6.5,82,en
Smokers Only,2002,"['Drama', 'Romance']",['Argentina'],['Latin America'],0,0,5,1,es
Talk to Her,2002,"['Drama', 'Romance']",['Spain'],['Western Europe'],9285469,51001550,7.5,273,es
Eight Crazy Nights,2002,"['Comedy', 'Animation']",['United States of America'],['North America'],0,23833131,5.3,100,en
Extreme Ops,2002,"['Action', 'Adventure', 'Drama', 'Thriller']",['United States of America'],['North America'],40000000,10959475,5,28,en
Solaris,2002,"['Drama', 'Science Fiction', 'Mystery', 'Romance']",['United States of America'],['North America'],47000000,30002758,5.9,378,en
Treasure Planet,2002,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",['United States of America'],['North America'],140000000,109578115,7.2,980,en
They,2002,"['Horror', 'Thriller']",['United States of America'],['North America'],17000000,0,4.6,74,en
What to Do in Case of Fire?,2001,"['Thriller', 'Drama', 'Comedy', 'Action', 'Romance']",['Germany'],['Western Europe'],0,0,6.3,14,de
I Love You Too,2001,['Drama'],['Netherlands'],['Western Europe'],0,0,5,5,nl
Another You,1991,"['Comedy', 'Drama']",['United States of America'],['North America'],17000000,0,4.9,22,en
Brother,1997,"['Action', 'Crime', 'Thriller']",['Russia'],['Eastern Europe'],0,0,6.9,54,ru
Elling,2001,"['Comedy', 'Drama']",['Norway'],['Northern Europe'],0,0,7,51,en
The Last Seduction,1994,"['Thriller', 'Mystery', 'Romance']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",2500000,0,6.7,81,en
New Waterford Girl,1999,"['Comedy', 'Drama']",['Canada'],['North America'],0,0,7.6,7,en
Analyze That,2002,"['Comedy', 'Crime']","['Australia', 'United States of America']","['North America', 'Oceania']",60000000,55003135,5.7,385,en
Empire,2002,"['Action', 'Drama']",['United States of America'],['North America'],4000000,18591272,6.4,33,en
Adaptation.,2002,"['Comedy', 'Crime', 'Drama']",['United States of America'],['North America'],19000000,32801173,7.3,649,en
Equilibrium,2002,"['Action', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],20000000,5359645,6.9,1584,en
My Kingdom,2011,"['Drama', 'Action', 'Romance', 'Foreign']",['China'],['East Asia'],0,0,4,2,en
It All Starts Today,1999,['Drama'],['France'],['Western Europe'],0,0,7.1,10,fr
Scarlet Diva,2000,['Drama'],['Italy'],['Western Europe'],0,0,5,11,it
Visitor Q,2001,"['Comedy', 'Drama', 'Horror', 'Thriller']",['Japan'],['East Asia'],0,0,6.7,90,ja
Drumline,2002,"['Drama', 'Romance', 'Comedy', 'Music']",['United States of America'],['North America'],20000000,57588485,6.2,118,en
The Hot Chick,2002,"['Comedy', 'Fantasy']",['United States of America'],['North America'],0,35081550,5.5,431,en
Maid in Manhattan,2002,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],55000000,154906693,5.6,493,en
Star Trek: Nemesis,2002,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",['United States of America'],['North America'],60000000,67312826,6.1,488,en
About Schmidt,2002,"['Drama', 'Comedy']",['United States of America'],['North America'],30000000,105834556,6.7,365,en
El Bola,2000,"['Drama', 'Foreign']",['Spain'],['Western Europe'],0,0,7.1,26,es
Evelyn,2002,['Drama'],"['Ireland', 'United States of America']","['North America', 'Other']",0,0,6.5,24,en
The Guys,2002,['Drama'],['United States of America'],['North America'],0,0,4.5,2,de
Intacto,2001,"['Action', 'Comedy', 'Drama', 'Romance', 'Science Fiction', 'Thriller']",['Spain'],['Western Europe'],0,0,6.7,48,es
The Jimmy Show,2002,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,8,1,en
Morvern Callar,2002,['Drama'],"['United Kingdom', 'Canada']","['North America', 'Western Europe']",0,0,7.2,34,en
The Lord of the Rings: The Two Towers,2002,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']","['North America', 'Oceania']",79000000,926287400,8,7641,en
Devils on the Doorstep,2000,"['Drama', 'War']",['China'],['East Asia'],0,0,7.7,37,zh
25th Hour,2002,"['Crime', 'Drama']",['United States of America'],['North America'],15000000,13060843,7.2,640,en
Antwone Fisher,2002,"['Drama', 'Romance']",['United States of America'],['North America'],12500000,23367586,6.7,140,en
Gangs of New York,2002,"['Drama', 'History', 'Crime']","['United States of America', 'Italy']","['North America', 'Western Europe']",100000000,193772504,7.1,1964,en
Two Weeks Notice,2002,"['Comedy', 'Romance']","['Australia', 'United States of America']","['North America', 'Oceania']",60000000,93354918,5.9,505,en
The Wild Thornberrys Movie,2002,"['Animation', 'Adventure', 'Family']",['United States of America'],['North America'],35000000,0,5.8,44,en
Narc,2002,"['Action', 'Crime', 'Drama', 'Thriller']","['Canada', 'United States of America']",['North America'],6500000,12633747,6.8,144,en
Bad Influence,1990,['Thriller'],['United States of America'],['North America'],0,0,5.8,35,en
Blue Steel,1990,['Thriller'],['United States of America'],['North America'],0,0,5.4,70,en
Body of Evidence,1993,"['Drama', 'Thriller', 'Romance']","['Germany', 'United States of America']","['North America', 'Western Europe']",30000000,13273595,4.5,57,en
Company Business,1991,"['Action', 'Thriller']",['United States of America'],['North America'],0,1501785,5.2,9,en
Miami Blues,1990,"['Action', 'Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,5.7,42,en
My Girl 2,1994,"['Comedy', 'Drama', 'Family', 'Romance']",['United States of America'],['North America'],0,0,5.4,111,en
My Girl,1991,"['Comedy', 'Drama', 'Family']",['United States of America'],['North America'],16500000,0,7,441,en
Running Time,1997,['Crime'],['United States of America'],['North America'],130000,1596,6.2,5,en
Esther Kahn,2000,"['Drama', 'Foreign', 'Romance']","['France', 'United Kingdom']",['Western Europe'],0,0,5,1,en
Asoka,2001,"['Drama', 'History']",['India'],['South Asia'],0,19000000,5.8,28,hi
"Love, Honour and Obey",2000,"['Action', 'Comedy', 'Thriller', 'Crime']",['United Kingdom'],['Western Europe'],0,0,6.6,23,en
Catch Me If You Can,2002,"['Drama', 'Crime']",['United States of America'],['North America'],52000000,352114312,7.7,3917,en
Pinocchio,2002,"['Comedy', 'Family', 'Fantasy']","['Italy', 'United States of America']","['North America', 'Western Europe']",40000000,41323171,5.6,144,it
Chicago,2002,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']",['United States of America'],['North America'],45000000,306776732,6.9,695,en
The Hours,2002,['Drama'],['United States of America'],['North America'],25000000,41597830,7,461,en
Max,2002,"['War', 'Drama']","['Canada', 'Hungary', 'United Kingdom']","['North America', 'Eastern Europe', 'Western Europe']",11000000,0,6.2,39,en
Nicholas Nickleby,2002,"['Adventure', 'Drama', 'Action', 'Family']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,6.8,50,en
The Pianist,2002,"['Drama', 'War']","['France', 'Germany', 'Poland', 'United Kingdom']","['Eastern Europe', 'Western Europe']",35000000,120072577,8.1,1927,en
Sonny,2002,"['Crime', 'Drama']",['United States of America'],['North America'],110,0,5,15,en
Doppelganger,1993,"['Horror', 'Mystery', 'Thriller']",['United States of America'],['North America'],0,0,4.4,19,en
Heavy Metal 2000,2000,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']","['Canada', 'Germany']","['North America', 'Western Europe']",15000000,0,5.2,38,en
Confessions of a Dangerous Mind,2002,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",['United States of America'],['North America'],30000000,33013805,6.6,281,en
Abraham's Valley,1993,['Drama'],"['Portugal', 'Switzerland', 'France']","['Other', 'Western Europe']",0,0,7,4,pt
Blue Collar Comedy Tour: The Movie,2003,"['Comedy', 'Documentary']",['United States of America'],['North America'],0,604856,6,16,en
Just Married,2003,['Comedy'],"['Germany', 'United States of America']","['North America', 'Western Europe']",18000000,101564935,5.3,415,en
P.S. Your Cat Is Dead!,2002,['Comedy'],['United States of America'],['North America'],0,0,4.2,3,en
The Son,2002,"['Mystery', 'Drama']","['Belgium', 'France']",['Western Europe'],0,0,6.5,34,fr
The City of Lost Souls,2000,"['Action', 'Thriller', 'Foreign']",['Japan'],['East Asia'],0,0,6.6,9,ja
Double Whammy,2001,"['Comedy', 'Crime', 'Drama']",['United States of America'],['North America'],0,0,5.6,18,en
WiseGirls,2002,"['Action', 'Comedy', 'Drama', 'Thriller']","['Canada', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,5,8,en
A Guy Thing,2003,"['Comedy', 'Romance']",['United States of America'],['North America'],20000000,17432163,5.3,85,en
Kangaroo Jack,2003,"['Comedy', 'Adventure', 'Crime']","['Australia', 'United States of America']","['North America', 'Oceania']",0,0,4.3,207,en
National Security,2003,"['Action', 'Comedy', 'Crime', 'Thriller']",['United States of America'],['North America'],0,50097949,5.5,244,en
Big Shot's Funeral,2001,"['Comedy', 'Foreign']","['China', 'Hong Kong']",['East Asia'],0,0,5.7,10,zh
City of God,2002,"['Drama', 'Crime']","['Brazil', 'France']","['Latin America', 'Western Europe']",3300000,30641770,8.2,1852,pt
Kira's Reason: A Love Story,2001,"['Drama', 'Romance']",['Denmark'],['Northern Europe'],0,0,4.9,4,da
Above Suspicion,1995,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.8,11,en
American Me,1992,"['Crime', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,7.3,41,en
Breaking Up,1997,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,11690,4,9,en
CB4,1993,"['Music', 'Comedy']",['United States of America'],['North America'],0,17953778,6.2,43,en
The Deathmaker,1995,['Drama'],['Germany'],['Western Europe'],0,0,6.6,12,de
Dogfight,1991,"['War', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,6.6,29,en
Mystery Date,1991,"['Comedy', 'Family', 'Romance']",['United States of America'],['North America'],0,6166819,5.5,12,en
Tune in Tomorrow...,1990,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,5,3,en
Darkness Falls,2003,"['Thriller', 'Horror']","['Australia', 'United States of America']","['North America', 'Oceania']",0,0,4.9,161,en
Amen.,2002,"['Drama', 'History']","['France', 'Germany', 'Romania']","['Eastern Europe', 'Western Europe']",0,0,7.1,75,fr
Blind Spot: Hitler's Secretary,2002,['Documentary'],['Austria'],['Other'],0,0,6,6,de
In the Mirror of Maya Deren,2002,"['Documentary', 'Foreign']","['Austria', 'Czech Republic', 'Switzerland', 'Germany']","['Eastern Europe', 'Other', 'Western Europe']",0,0,7.7,8,en
Bullet,1996,"['Action', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.8,32,en
Ethan Frome,1993,"['Drama', 'Foreign', 'Romance']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,5.6,13,it
Sugar Hill,1994,"['Drama', 'Action', 'Thriller']",['United States of America'],['North America'],0,0,5.4,14,en
Chaos,2001,['Drama'],['France'],['Western Europe'],0,0,6.1,9,fr
Biker Boyz,2003,"['Action', 'Drama']",['United States of America'],['North America'],24000000,23510601,5,63,en
Final Destination 2,2003,"['Horror', 'Mystery']",['United States of America'],['North America'],26000000,90426405,5.9,1046,en
The Recruit,2003,"['Action', 'Thriller']",['United States of America'],['North America'],0,101191884,6.2,545,en
The Guru,2002,"['Comedy', 'Romance']","['France', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,5.1,76,en
Kedma,2002,"['War', 'Drama']","['Israel', 'France', 'Italy']","['Western Europe', 'Middle East']",0,0,5,3,he
Lost in La Mancha,2002,['Documentary'],"['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,7.2,63,en
May,2002,"['Drama', 'Horror', 'Thriller', 'Romance']",['United States of America'],['North America'],500000,150277,6.3,153,en
Ordinary Decent Criminal,2000,"['Comedy', 'Thriller']","['Germany', 'United Kingdom', 'Ireland', 'United States of America']","['North America', 'Other', 'Western Europe']",0,0,6,66,en
Tokyo Decadence,1992,['Drama'],['Japan'],['East Asia'],0,0,6,21,ja
How to Lose a Guy in 10 Days,2003,"['Comedy', 'Romance']","['Germany', 'United States of America']","['North America', 'Western Europe']",50000000,177371441,6.3,873,en
Shanghai Knights,2003,"['Action', 'Adventure', 'Comedy', 'Western']","['Hong Kong', 'United States of America']","['North America', 'East Asia']",50000000,88323487,6,707,en
Daredevil,2003,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],78000000,179179718,5,1551,en
The Jungle Book 2,2003,"['Family', 'Animation', 'Adventure']","['Australia', 'United States of America']","['North America', 'Oceania']",20000000,135680000,5.6,278,en
All the Real Girls,2003,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,5.9,30,en
Painted Fire,2002,['Drama'],['South Korea'],['East Asia'],0,0,6.6,10,ko
Gerry,2002,"['Mystery', 'Drama', 'Adventure']","['United States of America', 'Argentina']","['North America', 'Latin America']",3500000,0,6.1,69,en
He Loves Me... He Loves Me Not,2002,"['Drama', 'Romance', 'Thriller']",['France'],['Western Europe'],0,5126264,6.9,79,fr
Ordinary Sinner,2001,"['Romance', 'Drama']",['United States of America'],['North America'],0,0,0,0,en
Dennis the Menace,1993,"['Family', 'Comedy']",['United States of America'],['North America'],35000000,117270765,5.5,280,en
Into the West,1992,"['Adventure', 'Drama', 'Family', 'Fantasy']",['Ireland'],['Other'],0,0,6.8,8,en
Q & A,1990,"['Action', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.6,22,en
Dark Blue,2002,"['Action', 'Crime', 'Drama', 'Thriller']","['Germany', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",15000000,9237470,6.5,86,en
Gods and Generals,2003,"['Drama', 'History', 'War']",['United States of America'],['North America'],56000000,12923936,6.1,49,en
The Life of David Gale,2003,"['Drama', 'Thriller', 'Crime']","['Germany', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",50000000,38955598,7.3,497,en
Old School,2003,['Comedy'],['United States of America'],['North America'],24000000,87055349,6.6,552,en
Open Hearts,2002,"['Drama', 'Romance']",['Denmark'],['Northern Europe'],0,0,6.8,27,da
Poolhall Junkies,2002,"['Comedy', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.5,25,en
Till Human Voices Wake Us,2002,"['Drama', 'Foreign', 'Mystery', 'Romance', 'Thriller']",['Australia'],['Oceania'],0,0,5.4,9,en
Cradle 2 the Grave,2003,"['Action', 'Crime', 'Drama']",['United States of America'],['North America'],25000000,56489558,5.8,242,en
Spider,2002,"['Drama', 'Mystery', 'Thriller']","['Canada', 'United Kingdom']","['North America', 'Western Europe']",0,0,6.4,176,en
American Heart,1992,"['Crime', 'Drama']",['United States of America'],['North America'],0,0,6.2,11,en
Edie & Pen,1996,['Comedy'],['United States of America'],['North America'],0,0,6.7,3,en
Late Marriage,2001,"['Comedy', 'Drama', 'Romance']","['Israel', 'France']","['Western Europe', 'Middle East']",0,0,6,7,he
Life Stinks,1991,['Comedy'],['United States of America'],['North America'],0,0,5.5,48,en
The Meteor Man,1993,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Family']",['United States of America'],['North America'],30,0,4.6,33,en
The Slaughter Rule,2002,['Drama'],['United States of America'],['North America'],0,0,6.2,9,en
Trouble Bound,1993,"['Drama', 'Action', 'Thriller']",['United States of America'],['North America'],0,0,3.7,3,en
Volcano High,2001,"['Action', 'Comedy']",['South Korea'],['East Asia'],0,0,5.6,25,ko
Ten,2002,['Drama'],['Iran'],['Middle East'],0,105656,6.4,19,fa
Bringing Down the House,2003,['Comedy'],['United States of America'],['North America'],20000000,132675402,5.4,191,en
Tears of the Sun,2003,"['Action', 'Drama', 'War']",['United States of America'],['North America'],70000000,85632458,6.4,582,en
Irreversible,2002,"['Drama', 'Thriller', 'Crime', 'Mystery']",['France'],['Western Europe'],0,792,7.1,550,fr
Laurel Canyon,2002,['Drama'],['United States of America'],['North America'],0,0,5.7,55,en
Nowhere in Africa,2001,['Drama'],['Germany'],['Western Europe'],0,0,7,32,de
The Safety of Objects,2002,['Drama'],"['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,7.3,13,en
Bend It Like Beckham,2002,"['Comedy', 'Drama', 'Romance']","['India', 'Germany', 'United Kingdom', 'United States of America']","['North America', 'South Asia', 'Western Europe']",3500159,76578641,6.2,593,en
The Hunted,2003,"['Drama', 'Action', 'Thriller', 'Crime']",['United States of America'],['North America'],55000000,34234008,6,194,en
Willard,2003,['Horror'],['United States of America'],['North America'],22000000,0,5.8,82,en
Prozac Nation,2001,['Drama'],"['Canada', 'United States of America']",['North America'],0,0,5.7,74,en
Spun,2002,"['Comedy', 'Crime', 'Drama']",['United States of America'],['North America'],2000000,0,6.6,132,en
Under the Skin of the City,2001,"['Drama', 'Foreign']",['Iran'],['Middle East'],0,0,6.5,2,fa
Europa Europa,1990,"['History', 'Drama']","['Germany', 'France', 'Poland']","['Eastern Europe', 'Western Europe']",0,0,7.3,48,en
Green Card,1990,"['Comedy', 'Drama', 'Romance']","['France', 'Australia', 'United States of America']","['North America', 'Oceania', 'Western Europe']",0,29888235,5.9,97,en
One Good Cop,1991,"['Drama', 'Action']",['United States of America'],['North America'],0,0,4.8,18,en
Ringu,1998,"['Horror', 'Thriller']",['Japan'],['East Asia'],1200000,8690429,6.9,310,ja
Ringu 2,1999,['Horror'],['Japan'],['East Asia'],6000000,18686644,5.4,81,ja
Talent for the Game,1991,['Drama'],['United States of America'],['North America'],0,0,6,1,en
Japón,2002,"['Drama', 'Foreign']","['Germany', 'Spain', 'Mexico', 'Netherlands']","['Latin America', 'Western Europe']",250050,0,7.3,10,es
Boat Trip,2002,['Comedy'],"['Germany', 'United States of America']","['North America', 'Western Europe']",20000000,8586376,4.7,148,en
Dreamcatcher,2003,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],68000000,75715436,5.2,574,en
Piglet's Big Movie,2003,"['Animation', 'Family']",['United States of America'],['North America'],0,0,6.1,76,en
View from the Top,2003,"['Comedy', 'Romance']",['United States of America'],['North America'],0,15614000,5,145,en
Wind,1992,"['Action', 'Drama']",['United States of America'],['North America'],29000000,5519569,6.1,10,en
Unknown Pleasures,2002,"['Comedy', 'Drama']","['China', 'Japan', 'South Korea', 'France']","['East Asia', 'Western Europe']",0,0,6.8,11,zh
Basic,2003,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",['United States of America'],['North America'],50000000,42792561,6.2,290,en
The Core,2003,"['Action', 'Thriller', 'Adventure', 'Science Fiction']","['United States of America', 'Canada', 'Germany']","['North America', 'Western Europe']",60000000,74208267,5.5,531,en
Head of State,2003,['Comedy'],['United States of America'],['North America'],0,0,5.3,71,en
What a Girl Wants,2003,['Comedy'],['United States of America'],['North America'],0,0,5.8,377,en
Assassination Tango,2002,"['Drama', 'Romance', 'Thriller']","['Argentina', 'United States of America']","['North America', 'Latin America']",0,0,5.3,8,en
Raising Victor Vargas,2002,"['Drama', 'Romance']",['United States of America'],['North America'],800000,2816116,7.8,14,en
Dreams,1990,"['Fantasy', 'Drama', 'Science Fiction']","['United States of America', 'Japan']","['North America', 'East Asia']",0,0,7.5,100,ja
Eye of God,1997,"['Drama', 'Thriller', 'Crime', 'Mystery']",['United States of America'],['North America'],0,0,6,3,en
Fellini: I'm a Born Liar,2003,['Documentary'],"['France', 'Italy', 'United Kingdom']",['Western Europe'],0,0,5.7,3,it
The Good Thief,2003,"['Crime', 'Drama', 'Thriller']","['Canada', 'France', 'Ireland', 'United Kingdom']","['North America', 'Other', 'Western Europe']",0,0,6,32,en
A Man Apart,2003,"['Action', 'Drama']","['Germany', 'United States of America']","['North America', 'Western Europe']",36000000,44350926,5.8,261,en
Phone Booth,2002,"['Thriller', 'Drama']",['United States of America'],['North America'],13000000,97837138,6.7,1087,en
Cet Amour-là,2001,['Drama'],['France'],['Western Europe'],0,0,7,1,en
Cowboy Bebop: The Movie,2001,"['Action', 'Animation', 'Science Fiction']","['Japan', 'United States of America']","['North America', 'East Asia']",0,0,7.3,174,ja
DysFunktional Family,2003,"['Comedy', 'Documentary']",['United States of America'],['North America'],0,0,6.1,4,en
Levity,2003,"['Crime', 'Drama']","['France', 'United States of America']","['North America', 'Western Europe']",7500000,209151,5.9,26,en
The Man Without a Past,2002,"['Romance', 'Comedy', 'Drama']",['Finland'],['Northern Europe'],0,0,7,76,fi
Anger Management,2003,['Comedy'],['United States of America'],['North America'],75000000,195745823,5.9,937,en
Better Luck Tomorrow,2002,"['Crime', 'Drama']",['United States of America'],['North America'],0,0,6.5,28,en
Ghosts of the Abyss,2003,['Documentary'],"['Mexico', 'United States of America']","['North America', 'Latin America']",13000000,17040871,7.1,39,en
House of 1000 Corpses,2003,['Horror'],['United States of America'],['North America'],7000000,16829545,6,310,en
Lilya 4-ever,2002,"['Crime', 'Drama']","['Denmark', 'Sweden']",['Northern Europe'],0,0,7.7,141,sv
Marion Bridge,2003,['Drama'],['Canada'],['North America'],0,0,6.2,6,en
XX/XY,2002,"['Drama', 'Comedy', 'Romance']",['United States of America'],['North America'],0,0,5.4,11,en
Bulletproof Monk,2003,"['Action', 'Comedy', 'Fantasy']",['United States of America'],['North America'],52000000,0,5.2,285,en
Chasing Papi,2003,"['Comedy', 'Romance']",['United States of America'],['North America'],0,6126237,6.3,16,en
A Mighty Wind,2003,"['Comedy', 'Music']",['United States of America'],['North America'],6000000,18750246,6.6,75,en
Holes,2003,"['Adventure', 'Family', 'Drama', 'Comedy']",['United States of America'],['North America'],20000000,0,6.7,396,en
Malibu's Most Wanted,2003,"['Comedy', 'Crime']",['United States of America'],['North America'],0,0,4.7,77,en
Winged Migration,2001,['Documentary'],"['Switzerland', 'Germany', 'Spain', 'France', 'Italy']",['Western Europe'],35866397,20217080,7.1,50,fr
Flickering Lights,2000,"['Action', 'Comedy', 'Crime']",['Denmark'],['Northern Europe'],0,0,7.1,49,da
Brainscan,1994,"['Fantasy', 'Horror', 'Science Fiction']","['Canada', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,4352094,6,58,en
I Am Trying to Break Your Heart,2002,"['Music', 'Documentary']",['United States of America'],['North America'],0,0,8,4,en
Married to It,1993,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,5.7,5,en
The Other Side of Heaven,2001,"['Action', 'Adventure', 'Drama', 'Family']",['United States of America'],['North America'],7000000,4720371,6.7,14,en
Sibling Rivalry,1990,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,3.8,12,en
Undercover Blues,1993,"['Comedy', 'Crime']",['United States of America'],['North America'],0,12416686,6.2,47,en
The Marrying Man,1991,"['Action', 'Comedy', 'Romance', 'Thriller']",['United States of America'],['North America'],26000000,12454768,5,17,en
My Father the Hero,1991,"['Comedy', 'Drama']",['France'],['Western Europe'],0,0,5.4,22,en
Scenes from a Mall,1991,['Comedy'],['United States of America'],['North America'],3000000,9563393,4.8,22,en
Stella,1990,['Drama'],['United States of America'],['North America'],0,20240128,6.2,11,en
Confidence,2003,"['Action', 'Comedy', 'Thriller', 'Crime']","['Canada', 'Germany', 'United States of America']","['North America', 'Western Europe']",0,0,6.4,127,en
Identity,2003,"['Mystery', 'Thriller']",['United States of America'],['North America'],30000000,90259536,7.1,1090,en
It Runs in the Family,2003,"['Comedy', 'Drama', 'Family']",['United States of America'],['North America'],0,0,5.2,8,en
The Real Cancun,2003,['Documentary'],['United States of America'],['North America'],0,0,3.3,8,en
City of Ghosts,2002,['Thriller'],['United States of America'],['North America'],0,0,5.4,18,en
A Decade Under the Influence,2003,"['Comedy', 'Documentary', 'Romance']",['United States of America'],['North America'],0,0,8,9,en
Manic,2001,['Drama'],['United States of America'],['North America'],0,0,7.2,32,en
People I Know,2002,"['Drama', 'Thriller']","['Germany', 'United States of America']","['North America', 'Western Europe']",20000000,0,5.5,48,en
Spellbound,2002,['Documentary'],['United States of America'],['North America'],0,0,7.2,43,en
The Lizzie McGuire Movie,2003,"['Family', 'Comedy']",['United States of America'],['North America'],17000000,55534455,5.8,292,en
X2,2003,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],110000000,407711549,6.8,3572,en
The Dancer Upstairs,2002,"['Crime', 'Drama', 'Romance', 'Thriller']","['Spain', 'United States of America']","['North America', 'Western Europe']",0,0,6.8,14,en
Marooned in Iraq,2002,"['Drama', 'Foreign']",['Iran'],['Middle East'],0,0,8.5,2,fa
Owning Mahowny,2003,"['Crime', 'Drama', 'Thriller']","['Canada', 'United Kingdom']","['North America', 'Western Europe']",0,0,6.8,37,en
Daddy Day Care,2003,"['Comedy', 'Family']",['United States of America'],['North America'],60000000,164433867,5.6,526,en
